DC,POD,Cluster,Type,No.,Hostnameÿ,Interfaceÿ,VLANÿ,v4 Base,IPv4ÿ,Cntr,v6 Base,IPv6,Descriptionÿ,,IPv4,DNS A Records,IPv6,DNS AAAA Records,For DNS Tickets,"For Terraforms (copy to Word Pad first, then copy from there to .tfvars file)",
ladcca,1,2,ci-knd,32,ladcca-ci-knd-1232,eth0,343,47.3.0.,139,139,2600:6c7f:91c0:40:3::,8B,"POD 1, VMR 2, Worker",,47.3.0.139,ladcca-ci-knd-1232.ladc.ca.charter.com,2600:6c7f:91c0:40:3::8B,ladcca-ci-knd-1232.ladc.ca.charter.com,"add|a|47.3.0.139|ladcca-ci-knd-1232.ladc.ca.charter.com|3600
add|ptr|47.3.0.139|ladcca-ci-knd-1232.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::8B|ladcca-ci-knd-1232.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::8B|ladcca-ci-knd-1232.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.139"", ip6_addr = ""2600:6c7f:91c0:40:3::8B""
    vm_name = ""ladcca-ci-knd-1232""
  },",
ladcca,1,2,ci-knd,33,ladcca-ci-knd-1233,eth0,343,47.3.0.,140,140,2600:6c7f:91c0:40:3::,8C,"POD 1, VMR 2, Worker",,47.3.0.140,ladcca-ci-knd-1233.ladc.ca.charter.com,2600:6c7f:91c0:40:3::8C,ladcca-ci-knd-1233.ladc.ca.charter.com,"add|a|47.3.0.140|ladcca-ci-knd-1233.ladc.ca.charter.com|3600
add|ptr|47.3.0.140|ladcca-ci-knd-1233.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::8C|ladcca-ci-knd-1233.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::8C|ladcca-ci-knd-1233.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.140"", ip6_addr = ""2600:6c7f:91c0:40:3::8C""
    vm_name = ""ladcca-ci-knd-1233""
  },",
ladcca,1,2,ci-knd,34,ladcca-ci-knd-1234,eth0,343,47.3.0.,141,141,2600:6c7f:91c0:40:3::,8D,"POD 1, VMR 2, Worker",,47.3.0.141,ladcca-ci-knd-1234.ladc.ca.charter.com,2600:6c7f:91c0:40:3::8D,ladcca-ci-knd-1234.ladc.ca.charter.com,"add|a|47.3.0.141|ladcca-ci-knd-1234.ladc.ca.charter.com|3600
add|ptr|47.3.0.141|ladcca-ci-knd-1234.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::8D|ladcca-ci-knd-1234.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::8D|ladcca-ci-knd-1234.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.141"", ip6_addr = ""2600:6c7f:91c0:40:3::8D""
    vm_name = ""ladcca-ci-knd-1234""
  },",
ladcca,1,2,ci-knd,35,ladcca-ci-knd-1235,eth0,343,47.3.0.,142,142,2600:6c7f:91c0:40:3::,8E,"POD 1, VMR 2, Worker",,47.3.0.142,ladcca-ci-knd-1235.ladc.ca.charter.com,2600:6c7f:91c0:40:3::8E,ladcca-ci-knd-1235.ladc.ca.charter.com,"add|a|47.3.0.142|ladcca-ci-knd-1235.ladc.ca.charter.com|3600
add|ptr|47.3.0.142|ladcca-ci-knd-1235.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::8E|ladcca-ci-knd-1235.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::8E|ladcca-ci-knd-1235.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.142"", ip6_addr = ""2600:6c7f:91c0:40:3::8E""
    vm_name = ""ladcca-ci-knd-1235""
  },",
ladcca,1,2,ci-knd,36,ladcca-ci-knd-1236,eth0,343,47.3.0.,143,143,2600:6c7f:91c0:40:3::,8F,"POD 1, VMR 2, Worker",,47.3.0.143,ladcca-ci-knd-1236.ladc.ca.charter.com,2600:6c7f:91c0:40:3::8F,ladcca-ci-knd-1236.ladc.ca.charter.com,"add|a|47.3.0.143|ladcca-ci-knd-1236.ladc.ca.charter.com|3600
add|ptr|47.3.0.143|ladcca-ci-knd-1236.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::8F|ladcca-ci-knd-1236.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::8F|ladcca-ci-knd-1236.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.143"", ip6_addr = ""2600:6c7f:91c0:40:3::8F""
    vm_name = ""ladcca-ci-knd-1236""
  },",
ladcca,1,2,ci-knd,37,ladcca-ci-knd-1237,eth0,343,47.3.0.,144,144,2600:6c7f:91c0:40:3::,90,"POD 1, VMR 2, Worker",,47.3.0.144,ladcca-ci-knd-1237.ladc.ca.charter.com,2600:6c7f:91c0:40:3::90,ladcca-ci-knd-1237.ladc.ca.charter.com,"add|a|47.3.0.144|ladcca-ci-knd-1237.ladc.ca.charter.com|3600
add|ptr|47.3.0.144|ladcca-ci-knd-1237.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::90|ladcca-ci-knd-1237.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::90|ladcca-ci-knd-1237.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.144"", ip6_addr = ""2600:6c7f:91c0:40:3::90""
    vm_name = ""ladcca-ci-knd-1237""
  },",
ladcca,1,2,ci-knd,38,ladcca-ci-knd-1238,eth0,343,47.3.0.,145,145,2600:6c7f:91c0:40:3::,91,"POD 1, VMR 2, Worker",,47.3.0.145,ladcca-ci-knd-1238.ladc.ca.charter.com,2600:6c7f:91c0:40:3::91,ladcca-ci-knd-1238.ladc.ca.charter.com,"add|a|47.3.0.145|ladcca-ci-knd-1238.ladc.ca.charter.com|3600
add|ptr|47.3.0.145|ladcca-ci-knd-1238.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::91|ladcca-ci-knd-1238.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::91|ladcca-ci-knd-1238.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.145"", ip6_addr = ""2600:6c7f:91c0:40:3::91""
    vm_name = ""ladcca-ci-knd-1238""
  },",
ladcca,1,2,ci-knd,39,ladcca-ci-knd-1239,eth0,343,47.3.0.,146,146,2600:6c7f:91c0:40:3::,92,"POD 1, VMR 2, Worker",,47.3.0.146,ladcca-ci-knd-1239.ladc.ca.charter.com,2600:6c7f:91c0:40:3::92,ladcca-ci-knd-1239.ladc.ca.charter.com,"add|a|47.3.0.146|ladcca-ci-knd-1239.ladc.ca.charter.com|3600
add|ptr|47.3.0.146|ladcca-ci-knd-1239.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::92|ladcca-ci-knd-1239.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::92|ladcca-ci-knd-1239.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.146"", ip6_addr = ""2600:6c7f:91c0:40:3::92""
    vm_name = ""ladcca-ci-knd-1239""
  },",
ladcca,1,2,ci-knd,40,ladcca-ci-knd-1240,eth0,343,47.3.0.,147,147,2600:6c7f:91c0:40:3::,93,"POD 1, VMR 2, Worker",,47.3.0.147,ladcca-ci-knd-1240.ladc.ca.charter.com,2600:6c7f:91c0:40:3::93,ladcca-ci-knd-1240.ladc.ca.charter.com,"add|a|47.3.0.147|ladcca-ci-knd-1240.ladc.ca.charter.com|3600
add|ptr|47.3.0.147|ladcca-ci-knd-1240.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::93|ladcca-ci-knd-1240.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::93|ladcca-ci-knd-1240.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.147"", ip6_addr = ""2600:6c7f:91c0:40:3::93""
    vm_name = ""ladcca-ci-knd-1240""
  },",
ladcca,1,2,ci-knd,41,ladcca-ci-knd-1241,eth0,343,47.3.0.,148,148,2600:6c7f:91c0:40:3::,94,"POD 1, VMR 2, Worker",,47.3.0.148,ladcca-ci-knd-1241.ladc.ca.charter.com,2600:6c7f:91c0:40:3::94,ladcca-ci-knd-1241.ladc.ca.charter.com,"add|a|47.3.0.148|ladcca-ci-knd-1241.ladc.ca.charter.com|3600
add|ptr|47.3.0.148|ladcca-ci-knd-1241.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::94|ladcca-ci-knd-1241.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::94|ladcca-ci-knd-1241.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.148"", ip6_addr = ""2600:6c7f:91c0:40:3::94""
    vm_name = ""ladcca-ci-knd-1241""
  },",
ladcca,1,2,ci-knd,42,ladcca-ci-knd-1242,eth0,343,47.3.0.,149,149,2600:6c7f:91c0:40:3::,95,"POD 1, VMR 2, Worker",,47.3.0.149,ladcca-ci-knd-1242.ladc.ca.charter.com,2600:6c7f:91c0:40:3::95,ladcca-ci-knd-1242.ladc.ca.charter.com,"add|a|47.3.0.149|ladcca-ci-knd-1242.ladc.ca.charter.com|3600
add|ptr|47.3.0.149|ladcca-ci-knd-1242.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::95|ladcca-ci-knd-1242.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::95|ladcca-ci-knd-1242.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.149"", ip6_addr = ""2600:6c7f:91c0:40:3::95""
    vm_name = ""ladcca-ci-knd-1242""
  },",
ladcca,1,0,ci-lbv,2,ladcca-ci-lbv-1002,eth0,343,47.3.0.,150,150,2600:6c7f:91c0:40:3::,96,Sensu VIP,,47.3.0.150,ladcca-ci-lbv-1002.ladc.ca.charter.com,2600:6c7f:91c0:40:3::96,ladcca-ci-lbv-1002.ladc.ca.charter.com,"add|a|47.3.0.150|ladcca-ci-lbv-1002.ladc.ca.charter.com|3600
add|ptr|47.3.0.150|ladcca-ci-lbv-1002.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::96|ladcca-ci-lbv-1002.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::96|ladcca-ci-lbv-1002.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.150"", ip6_addr = ""2600:6c7f:91c0:40:3::96""
    vm_name = ""ladcca-ci-lbv-1002""
  },",
ladcca,1,0,ci-llb,3,ladcca-ci-llb-1003,eth0,343,47.3.0.,151,151,2600:6c7f:91c0:40:3::,97,Sensu LB ,,47.3.0.151,ladcca-ci-llb-1003.ladc.ca.charter.com,2600:6c7f:91c0:40:3::97,ladcca-ci-llb-1003.ladc.ca.charter.com,"add|a|47.3.0.151|ladcca-ci-llb-1003.ladc.ca.charter.com|3600
add|ptr|47.3.0.151|ladcca-ci-llb-1003.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::97|ladcca-ci-llb-1003.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::97|ladcca-ci-llb-1003.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.151"", ip6_addr = ""2600:6c7f:91c0:40:3::97""
    vm_name = ""ladcca-ci-llb-1003""
  },",
ladcca,1,0,ci-llb,4,ladcca-ci-llb-1004,eth0,343,47.3.0.,152,152,2600:6c7f:91c0:40:3::,98,Sensu LB ,,47.3.0.152,ladcca-ci-llb-1004.ladc.ca.charter.com,2600:6c7f:91c0:40:3::98,ladcca-ci-llb-1004.ladc.ca.charter.com,"add|a|47.3.0.152|ladcca-ci-llb-1004.ladc.ca.charter.com|3600
add|ptr|47.3.0.152|ladcca-ci-llb-1004.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::98|ladcca-ci-llb-1004.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::98|ladcca-ci-llb-1004.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.152"", ip6_addr = ""2600:6c7f:91c0:40:3::98""
    vm_name = ""ladcca-ci-llb-1004""
  },",
ladcca,1,0,ci-sen,1,ladcca-ci-sen-1001,eth0,343,47.3.0.,153,153,2600:6c7f:91c0:40:3::,99,Sensu Server,,47.3.0.153,ladcca-ci-sen-1001.ladc.ca.charter.com,2600:6c7f:91c0:40:3::99,ladcca-ci-sen-1001.ladc.ca.charter.com,"add|a|47.3.0.153|ladcca-ci-sen-1001.ladc.ca.charter.com|3600
add|ptr|47.3.0.153|ladcca-ci-sen-1001.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::99|ladcca-ci-sen-1001.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::99|ladcca-ci-sen-1001.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.153"", ip6_addr = ""2600:6c7f:91c0:40:3::99""
    vm_name = ""ladcca-ci-sen-1001""
  },",
ladcca,1,0,ci-sen,2,ladcca-ci-sen-1002,eth0,343,47.3.0.,154,154,2600:6c7f:91c0:40:3::,9A,Sensu Server,,47.3.0.154,ladcca-ci-sen-1002.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9A,ladcca-ci-sen-1002.ladc.ca.charter.com,"add|a|47.3.0.154|ladcca-ci-sen-1002.ladc.ca.charter.com|3600
add|ptr|47.3.0.154|ladcca-ci-sen-1002.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9A|ladcca-ci-sen-1002.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9A|ladcca-ci-sen-1002.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.154"", ip6_addr = ""2600:6c7f:91c0:40:3::9A""
    vm_name = ""ladcca-ci-sen-1002""
  },",
ladcca,1,0,ci-sen,3,ladcca-ci-sen-1003,eth0,343,47.3.0.,155,155,2600:6c7f:91c0:40:3::,9B,Sensu Server,,47.3.0.155,ladcca-ci-sen-1003.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9B,ladcca-ci-sen-1003.ladc.ca.charter.com,"add|a|47.3.0.155|ladcca-ci-sen-1003.ladc.ca.charter.com|3600
add|ptr|47.3.0.155|ladcca-ci-sen-1003.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9B|ladcca-ci-sen-1003.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9B|ladcca-ci-sen-1003.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.155"", ip6_addr = ""2600:6c7f:91c0:40:3::9B""
    vm_name = ""ladcca-ci-sen-1003""
  },",
ladcca,1,0,ci-sen,4,ladcca-ci-sen-1004,eth0,343,47.3.0.,156,156,2600:6c7f:91c0:40:3::,9C,Sensu Server,,47.3.0.156,ladcca-ci-sen-1004.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9C,ladcca-ci-sen-1004.ladc.ca.charter.com,"add|a|47.3.0.156|ladcca-ci-sen-1004.ladc.ca.charter.com|3600
add|ptr|47.3.0.156|ladcca-ci-sen-1004.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9C|ladcca-ci-sen-1004.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9C|ladcca-ci-sen-1004.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.156"", ip6_addr = ""2600:6c7f:91c0:40:3::9C""
    vm_name = ""ladcca-ci-sen-1004""
  },",
ladcca,1,0,ci-lbv,3,ladcca-ci-lbv-1003,eth0,343,47.3.0.,157,157,2600:6c7f:91c0:40:3::,9D,Uchiwa VIP,,47.3.0.157,ladcca-ci-lbv-1003.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9D,ladcca-ci-lbv-1003.ladc.ca.charter.com,"add|a|47.3.0.157|ladcca-ci-lbv-1003.ladc.ca.charter.com|3600
add|ptr|47.3.0.157|ladcca-ci-lbv-1003.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9D|ladcca-ci-lbv-1003.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9D|ladcca-ci-lbv-1003.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.157"", ip6_addr = ""2600:6c7f:91c0:40:3::9D""
    vm_name = ""ladcca-ci-lbv-1003""
  },",
ladcca,1,0,ci-llb,5,ladcca-ci-llb-1005,eth0,343,47.3.0.,158,158,2600:6c7f:91c0:40:3::,9E,Uchiwa LB,,47.3.0.158,ladcca-ci-llb-1005.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9E,ladcca-ci-llb-1005.ladc.ca.charter.com,"add|a|47.3.0.158|ladcca-ci-llb-1005.ladc.ca.charter.com|3600
add|ptr|47.3.0.158|ladcca-ci-llb-1005.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9E|ladcca-ci-llb-1005.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9E|ladcca-ci-llb-1005.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.158"", ip6_addr = ""2600:6c7f:91c0:40:3::9E""
    vm_name = ""ladcca-ci-llb-1005""
  },",
ladcca,1,0,ci-llb,6,ladcca-ci-llb-1006,eth0,343,47.3.0.,159,159,2600:6c7f:91c0:40:3::,9F,Uchiwa LB,,47.3.0.159,ladcca-ci-llb-1006.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9F,ladcca-ci-llb-1006.ladc.ca.charter.com,"add|a|47.3.0.159|ladcca-ci-llb-1006.ladc.ca.charter.com|3600
add|ptr|47.3.0.159|ladcca-ci-llb-1006.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9F|ladcca-ci-llb-1006.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9F|ladcca-ci-llb-1006.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.159"", ip6_addr = ""2600:6c7f:91c0:40:3::9F""
    vm_name = ""ladcca-ci-llb-1006""
  },",
ladcca,1,0,ci-uch,1,ladcca-ci-uch-1001,eth0,343,47.3.0.,160,160,2600:6c7f:91c0:40:3::,A0,Uchiwa Server,,47.3.0.160,ladcca-ci-uch-1001.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A0,ladcca-ci-uch-1001.ladc.ca.charter.com,"add|a|47.3.0.160|ladcca-ci-uch-1001.ladc.ca.charter.com|3600
add|ptr|47.3.0.160|ladcca-ci-uch-1001.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A0|ladcca-ci-uch-1001.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A0|ladcca-ci-uch-1001.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.160"", ip6_addr = ""2600:6c7f:91c0:40:3::A0""
    vm_name = ""ladcca-ci-uch-1001""
  },",
ladcca,1,0,ci-uch,2,ladcca-ci-uch-1002,eth0,343,47.3.0.,161,161,2600:6c7f:91c0:40:3::,A1,Uchiwa Server,,47.3.0.161,ladcca-ci-uch-1002.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A1,ladcca-ci-uch-1002.ladc.ca.charter.com,"add|a|47.3.0.161|ladcca-ci-uch-1002.ladc.ca.charter.com|3600
add|ptr|47.3.0.161|ladcca-ci-uch-1002.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A1|ladcca-ci-uch-1002.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A1|ladcca-ci-uch-1002.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.161"", ip6_addr = ""2600:6c7f:91c0:40:3::A1""
    vm_name = ""ladcca-ci-uch-1002""
  },",
ladcca,1,0,ci-rmq,1,ladcca-ci-rmq-1001,eth0,343,47.3.0.,162,162,2600:6c7f:91c0:40:3::,A2,Rabbit MQ,,47.3.0.162,ladcca-ci-rmq-1001.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A2,ladcca-ci-rmq-1001.ladc.ca.charter.com,"add|a|47.3.0.162|ladcca-ci-rmq-1001.ladc.ca.charter.com|3600
add|ptr|47.3.0.162|ladcca-ci-rmq-1001.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A2|ladcca-ci-rmq-1001.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A2|ladcca-ci-rmq-1001.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.162"", ip6_addr = ""2600:6c7f:91c0:40:3::A2""
    vm_name = ""ladcca-ci-rmq-1001""
  },",
ladcca,1,0,ci-rmq,2,ladcca-ci-rmq-1002,eth0,343,47.3.0.,163,163,2600:6c7f:91c0:40:3::,A3,Rabbit MQ,,47.3.0.163,ladcca-ci-rmq-1002.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A3,ladcca-ci-rmq-1002.ladc.ca.charter.com,"add|a|47.3.0.163|ladcca-ci-rmq-1002.ladc.ca.charter.com|3600
add|ptr|47.3.0.163|ladcca-ci-rmq-1002.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A3|ladcca-ci-rmq-1002.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A3|ladcca-ci-rmq-1002.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.163"", ip6_addr = ""2600:6c7f:91c0:40:3::A3""
    vm_name = ""ladcca-ci-rmq-1002""
  },",
ladcca,1,0,ci-rmq,3,ladcca-ci-rmq-1003,eth0,343,47.3.0.,164,164,2600:6c7f:91c0:40:3::,A4,Rabbit MQ,,47.3.0.164,ladcca-ci-rmq-1003.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A4,ladcca-ci-rmq-1003.ladc.ca.charter.com,"add|a|47.3.0.164|ladcca-ci-rmq-1003.ladc.ca.charter.com|3600
add|ptr|47.3.0.164|ladcca-ci-rmq-1003.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A4|ladcca-ci-rmq-1003.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A4|ladcca-ci-rmq-1003.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.164"", ip6_addr = ""2600:6c7f:91c0:40:3::A4""
    vm_name = ""ladcca-ci-rmq-1003""
  },",
ladcca,1,0,ci-red,1,ladcca-ci-red-1001,eth0,343,47.3.0.,165,165,2600:6c7f:91c0:40:3::,A5,Reddis,,47.3.0.165,ladcca-ci-red-1001.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A5,ladcca-ci-red-1001.ladc.ca.charter.com,"add|a|47.3.0.165|ladcca-ci-red-1001.ladc.ca.charter.com|3600
add|ptr|47.3.0.165|ladcca-ci-red-1001.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A5|ladcca-ci-red-1001.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A5|ladcca-ci-red-1001.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.165"", ip6_addr = ""2600:6c7f:91c0:40:3::A5""
    vm_name = ""ladcca-ci-red-1001""
  },",
ladcca,1,0,ci-red,2,ladcca-ci-red-1002,eth0,343,47.3.0.,166,166,2600:6c7f:91c0:40:3::,A6,Reddis,,47.3.0.166,ladcca-ci-red-1002.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A6,ladcca-ci-red-1002.ladc.ca.charter.com,"add|a|47.3.0.166|ladcca-ci-red-1002.ladc.ca.charter.com|3600
add|ptr|47.3.0.166|ladcca-ci-red-1002.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A6|ladcca-ci-red-1002.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A6|ladcca-ci-red-1002.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.166"", ip6_addr = ""2600:6c7f:91c0:40:3::A6""
    vm_name = ""ladcca-ci-red-1002""
  },",
ladcca,1,0,ci-red,3,ladcca-ci-red-1003,eth0,343,47.3.0.,167,167,2600:6c7f:91c0:40:3::,A7,Reddis,,47.3.0.167,ladcca-ci-red-1003.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A7,ladcca-ci-red-1003.ladc.ca.charter.com,"add|a|47.3.0.167|ladcca-ci-red-1003.ladc.ca.charter.com|3600
add|ptr|47.3.0.167|ladcca-ci-red-1003.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A7|ladcca-ci-red-1003.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A7|ladcca-ci-red-1003.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.167"", ip6_addr = ""2600:6c7f:91c0:40:3::A7""
    vm_name = ""ladcca-ci-red-1003""
  },",
,,,,,,eth0,343,47.3.0.,168,168,2600:6c7f:91c0:40:3::,A8,,,,,,,,,
,,,,,,eth0,343,47.3.0.,169,169,2600:6c7f:91c0:40:3::,A9,,,,,,,,,
,,,,,,eth0,343,47.3.0.,170,170,2600:6c7f:91c0:40:3::,AA,,,,,,,,,
,,,,,,eth0,343,47.3.0.,171,171,2600:6c7f:91c0:40:3::,AB,,,,,,,,,
,,,,,,eth0,343,47.3.0.,172,172,2600:6c7f:91c0:40:3::,AC,,,,,,,,,
,,,,,,eth0,343,47.3.0.,173,173,2600:6c7f:91c0:40:3::,AD,,,,,,,,,
,,,,,,eth0,343,47.3.0.,174,174,2600:6c7f:91c0:40:3::,AE,,,,,,,,,
,,,,,,eth0,343,47.3.0.,175,175,2600:6c7f:91c0:40:3::,AF,,,,,,,,,
,,,,,,eth0,343,47.3.0.,176,176,2600:6c7f:91c0:40:3::,B0,,,,,,,,,
,,,,,,eth0,343,47.3.0.,177,177,2600:6c7f:91c0:40:3::,B1,,,,,,,,,
,,,,,,eth0,343,47.3.0.,178,178,2600:6c7f:91c0:40:3::,B2,,,,,,,,,
,,,,,,eth0,343,47.3.0.,179,179,2600:6c7f:91c0:40:3::,B3,,,,,,,,,
,,,,,,eth0,343,47.3.0.,180,180,2600:6c7f:91c0:40:3::,B4,,,,,,,,,
,,,,,,eth0,343,47.3.0.,181,181,2600:6c7f:91c0:40:3::,B5,,,,,,,,,
,,,,,,eth0,343,47.3.0.,182,182,2600:6c7f:91c0:40:3::,B6,,,,,,,,,
,,,,,,eth0,343,47.3.0.,183,183,2600:6c7f:91c0:40:3::,B7,,,,,,,,,
,,,,,,eth0,343,47.3.0.,184,184,2600:6c7f:91c0:40:3::,B8,,,,,,,,,
,,,,,,eth0,343,47.3.0.,185,185,2600:6c7f:91c0:40:3::,B9,,,,,,,,,
,,,,,,eth0,343,47.3.0.,186,186,2600:6c7f:91c0:40:3::,BA,,,,,,,,,
,,,,,,eth0,343,47.3.0.,187,187,2600:6c7f:91c0:40:3::,BB,,,,,,,,,
,,,,,,eth0,343,47.3.0.,188,188,2600:6c7f:91c0:40:3::,BC,,,,,,,,,
,,,,,,eth0,343,47.3.0.,189,189,2600:6c7f:91c0:40:3::,BD,,,,,,,,,
,,,,,,eth0,343,47.3.0.,190,190,2600:6c7f:91c0:40:3::,BE,,,,,,,,,
,,,,,,eth0,343,47.3.0.,191,191,2600:6c7f:91c0:40:3::,BF,,,,,,,,,
,,,,,,eth0,343,47.3.0.,192,192,2600:6c7f:91c0:40:3::,C0,,,,,,,,,
,,,,,,eth0,343,47.3.0.,193,193,2600:6c7f:91c0:40:3::,C1,,,,,,,,,
,,,,,,eth0,343,47.3.0.,194,194,2600:6c7f:91c0:40:3::,C2,,,,,,,,,
